period,minutes_remaining,seconds_remaning,action_type,shot_zone_basic,shot_zone_area,shot_zone_range,shot_distance,loc_x,loc_y,shot_made_flag,game_date,HTM,opponent
2048,2,7,7,Step Back Jump shot,Left Corner 3,Left Side(L),24+ ft.,22,-226,-10,1,20110325,GSW,TOR
2049,2,1,31,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,13,17,0,20110325,GSW,TOR
2050,2,1,26,Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-4,45,0,20110325,GSW,TOR
2051,2,0,48,Pullup Jump shot,Right Corner 3,Right Side(R),24+ ft.,24,244,0,1,20110325,GSW,TOR
2052,3,9,25,Pullup Jump shot,Mid-Range,Center(C),8-16 ft.,15,12,153,1,20110325,GSW,TOR
2053,3,6,23,Jump Shot,Above the Break 3,Center(C),24+ ft.,25,50,249,0,20110325,GSW,TOR
2054,3,1,53,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,20,135,151,0,20110325,GSW,TOR
2055,3,0,53,Pullup Jump shot,Left Corner 3,Left Side(L),24+ ft.,22,-228,0,0,20110325,GSW,TOR
2056,1,11,13,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,22,-226,6,1,20110327,GSW,WAS
2057,1,10,43,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,-183,186,0,20110327,GSW,WAS
2058,1,5,35,Step Back Jump shot,Mid-Range,Left Side(L),16-24 ft.,17,-172,15,1,20110327,GSW,WAS
2059,1,2,22,Floating Jump shot,In The Paint (Non-RA),Center(C),8-16 ft.,12,-37,119,0,20110327,GSW,WAS
2060,1,0,3,Running Jump Shot,Mid-Range,Center(C),8-16 ft.,15,-18,153,0,20110327,GSW,WAS
2061,2,2,29,Pullup Jump shot,Mid-Range,Right Side Center(RC),16-24 ft.,19,155,121,1,20110327,GSW,WAS
2062,3,10,31,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,23,-229,45,0,20110327,GSW,WAS
2063,3,5,3,Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,13,69,121,0,20110327,GSW,WAS
2064,3,4,36,Jump Shot,Above the Break 3,Center(C),24+ ft.,26,-67,252,0,20110327,GSW,WAS
2065,4,1,24,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,16,168,17,0,20110327,GSW,WAS
2066,4,0,34,Tip Shot,Restricted Area,Center(C),Less Than 8 ft.,0,-1,-1,0,20110327,GSW,WAS
2067,1,9,39,Floating Jump shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,29,48,1,20110329,OKC,GSW
2068,1,8,53,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,23,-228,45,1,20110329,OKC,GSW
2069,1,5,32,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,16,-169,7,1,20110329,OKC,GSW
2070,1,2,3,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,-2,-2,1,20110329,OKC,GSW
2071,2,6,1,Floating Jump shot,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-65,56,0,20110329,OKC,GSW
2072,2,3,32,Floating Jump shot,Mid-Range,Right Side(R),8-16 ft.,8,88,0,1,20110329,OKC,GSW
2073,2,0,38,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,114,224,0,20110329,OKC,GSW
2074,3,9,41,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,3,32,7,0,20110329,OKC,GSW
2075,3,8,46,Jump Shot,Right Corner 3,Right Side(R),24+ ft.,22,225,23,1,20110329,OKC,GSW
2076,3,2,21,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,24,159,184,1,20110329,OKC,GSW
2077,3,1,47,Step Back Jump shot,Mid-Range,Center(C),16-24 ft.,19,15,197,0,20110329,OKC,GSW
2078,3,1,32,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,13,-11,1,20110329,OKC,GSW
2079,3,0,4,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-16,7,1,20110329,OKC,GSW
2080,4,11,29,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,17,-2,1,20110329,OKC,GSW
2081,4,9,40,Step Back Jump shot,Mid-Range,Center(C),16-24 ft.,23,-56,224,1,20110329,OKC,GSW
2082,4,8,51,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,16,159,39,0,20110329,OKC,GSW
2083,4,8,46,Jump Shot,Mid-Range,Right Side(R),8-16 ft.,15,159,-2,0,20110329,OKC,GSW
2084,4,7,1,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,0,20,0,20110329,OKC,GSW
2085,4,6,10,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,22,-224,6,1,20110329,OKC,GSW
2086,4,1,16,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,22,-223,22,1,20110329,OKC,GSW
2087,4,0,50,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,24,163,187,0,20110329,OKC,GSW
2088,4,0,15,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,24,103,217,0,20110329,OKC,GSW
2089,5,1,21,Driving Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,-21,0,0,20110329,OKC,GSW
2090,1,11,25,Driving Jump shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,47,23,0,20110330,MEM,GSW
2091,1,10,20,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,23,-232,12,0,20110330,MEM,GSW
2092,1,9,51,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,-26,9,0,20110330,MEM,GSW
2093,1,5,50,Turnaround Fadeaway shot,In The Paint (Non-RA),Right Side(R),8-16 ft.,11,72,91,0,20110330,MEM,GSW
2094,3,10,56,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,21,140,167,0,20110330,MEM,GSW
2095,3,10,31,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,170,190,1,20110330,MEM,GSW
2096,3,9,39,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-158,198,0,20110330,MEM,GSW
2097,3,7,38,Jump Shot,Right Corner 3,Right Side(R),24+ ft.,23,236,14,0,20110330,MEM,GSW
2098,3,3,24,Running Jump Shot,Mid-Range,Right Side(R),8-16 ft.,10,105,23,0,20110330,MEM,GSW
2099,3,3,16,Finger Roll Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,20,3,1,20110330,MEM,GSW
2100,3,0,14,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,171,203,0,20110330,MEM,GSW
2101,4,6,35,Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-19,1,0,20110330,MEM,GSW
2102,4,6,32,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-16,-3,0,20110330,MEM,GSW
2103,4,4,24,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,113,225,0,20110330,MEM,GSW
2104,1,11,37,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,17,100,148,1,20110402,GSW,DAL
2105,1,10,42,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,83,241,0,20110402,GSW,DAL
2106,1,4,9,Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,7,72,0,20110402,GSW,DAL
2107,1,1,56,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,18,-123,143,1,20110402,GSW,DAL
2108,3,8,8,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,-7,22,0,20110402,GSW,DAL
2109,3,7,42,Jump Shot,Restricted Area,Center(C),Less Than 8 ft.,3,-26,15,0,20110402,GSW,DAL
2110,4,6,51,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-180,175,0,20110402,GSW,DAL
2111,4,1,47,Pullup Jump shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,-111,236,1,20110402,GSW,DAL
2112,1,10,16,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,19,-196,1,0,20110405,POR,GSW
2113,1,9,13,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,23,-229,33,1,20110405,POR,GSW
2114,1,6,51,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,23,136,186,0,20110405,POR,GSW
2115,1,6,28,Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,14,-62,134,0,20110405,POR,GSW
2116,1,2,58,Pullup Jump shot,In The Paint (Non-RA),Center(C),8-16 ft.,13,0,134,0,20110405,POR,GSW
2117,1,1,36,Jump Shot,Mid-Range,Right Side(R),8-16 ft.,11,89,67,0,20110405,POR,GSW
2118,2,10,7,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,19,195,-3,1,20110405,POR,GSW
2119,2,8,11,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,24,111,222,1,20110405,POR,GSW
2120,2,7,2,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,19,-103,164,1,20110405,POR,GSW
2121,2,5,37,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,3,32,6,0,20110405,POR,GSW
2122,2,5,34,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,18,187,19,0,20110405,POR,GSW
2123,3,10,58,Driving Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,10,1,1,20110405,POR,GSW
2124,3,9,54,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,20,-185,86,0,20110405,POR,GSW
2125,3,9,29,Running Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-11,-2,1,20110405,POR,GSW
2126,3,6,43,Jump Bank Shot,Above the Break 3,Right Side Center(RC),24+ ft.,24,129,206,1,20110405,POR,GSW
2127,3,1,7,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-196,156,0,20110405,POR,GSW
2128,4,10,16,Pullup Jump shot,Mid-Range,Left Side Center(LC),16-24 ft.,20,-100,184,1,20110405,POR,GSW
2129,4,8,57,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,17,-119,135,0,20110405,POR,GSW
2130,4,6,15,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,27,-160,225,0,20110405,POR,GSW
2131,4,3,56,Running Bank shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,75,6,1,20110405,POR,GSW
2132,4,2,24,Jump Shot,Mid-Range,Center(C),16-24 ft.,21,13,213,1,20110405,POR,GSW
2133,1,10,0,Jump Shot,Mid-Range,Center(C),16-24 ft.,16,-5,167,0,20110406,GSW,LAL
2134,1,6,48,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,13,12,0,20110406,GSW,LAL
2135,1,6,14,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,18,-125,135,0,20110406,GSW,LAL
2136,1,4,47,Jump Shot,Mid-Range,Center(C),16-24 ft.,16,-24,162,0,20110406,GSW,LAL
2137,1,3,30,Floating Jump shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,13,55,0,20110406,GSW,LAL
2138,1,3,26,Pullup Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,27,177,214,0,20110406,GSW,LAL
2139,1,2,28,Pullup Jump shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-175,184,0,20110406,GSW,LAL
2140,2,5,43,Pullup Jump shot,Mid-Range,Center(C),16-24 ft.,19,24,192,1,20110406,GSW,LAL
2141,2,3,10,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,10,20,1,20110406,GSW,LAL
2142,2,0,1,Jump Shot,Mid-Range,Center(C),16-24 ft.,20,36,197,0,20110406,GSW,LAL
2143,3,10,3,Step Back Jump shot,Mid-Range,Right Side(R),16-24 ft.,21,214,30,1,20110406,GSW,LAL
2144,3,9,6,Step Back Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,231,138,1,20110406,GSW,LAL
2145,3,8,28,Floating Jump shot,In The Paint (Non-RA),Center(C),8-16 ft.,8,20,86,1,20110406,GSW,LAL
2146,3,6,53,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,17,-136,116,0,20110406,GSW,LAL
2147,3,5,18,Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,48,37,0,20110406,GSW,LAL
2148,4,10,25,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-9,17,0,20110406,GSW,LAL
2149,4,9,35,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,18,100,160,0,20110406,GSW,LAL
2150,4,8,52,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-95,242,0,20110406,GSW,LAL
2151,4,6,15,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,27,102,254,1,20110406,GSW,LAL
2152,4,4,7,Driving Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,13,11,1,20110406,GSW,LAL
2153,4,2,27,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,18,130,129,0,20110406,GSW,LAL
2154,4,1,6,Jump Shot,Above the Break 3,Center(C),24+ ft.,27,32,271,0,20110406,GSW,LAL
2155,4,0,33,Floating Jump shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,4,47,1,20110406,GSW,LAL
2156,1,5,44,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,1,19,1,20110410,GSW,SAC
2157,1,5,6,Jump Bank Shot,Mid-Range,Left Side(L),8-16 ft.,15,-86,132,1,20110410,GSW,SAC
2158,1,4,26,Pullup Jump shot,Mid-Range,Right Side Center(RC),16-24 ft.,19,155,126,1,20110410,GSW,SAC
2159,1,3,33,Pullup Jump shot,Mid-Range,Center(C),16-24 ft.,21,34,208,1,20110410,GSW,SAC
2160,3,11,21,Jump Shot,Right Corner 3,Right Side(R),24+ ft.,23,231,19,1,20110410,GSW,SAC
2161,3,9,38,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,-175,195,0,20110410,GSW,SAC
2162,3,8,1,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,146,208,1,20110410,GSW,SAC
2163,3,6,59,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,-7,4,1,20110410,GSW,SAC
2164,3,2,25,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-8,-11,1,20110410,GSW,SAC
2165,3,0,11,Jump Bank Shot,Mid-Range,Left Side(L),8-16 ft.,11,-98,55,0,20110410,GSW,SAC
2166,4,10,22,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,171,184,0,20110410,GSW,SAC
2167,4,5,29,Pullup Jump shot,Mid-Range,Left Side Center(LC),16-24 ft.,19,-97,167,1,20110410,GSW,SAC
2168,4,5,12,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,20,-98,175,0,20110410,GSW,SAC
2169,4,3,54,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,-81,249,0,20110410,GSW,SAC
2170,4,2,30,Pullup Jump shot,In The Paint (Non-RA),Center(C),8-16 ft.,14,73,127,1,20110410,GSW,SAC
2171,4,1,57,Pullup Jump shot,Mid-Range,Right Side(R),16-24 ft.,16,162,3,0,20110410,GSW,SAC
2172,4,0,1,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,29,200,216,1,20110410,GSW,SAC
2173,1,11,31,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,19,198,7,1,20110411,DEN,GSW
2174,1,9,41,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,24,-133,208,1,20110411,DEN,GSW
2175,1,2,13,Jump Shot,Right Corner 3,Right Side(R),24+ ft.,23,236,-3,1,20110411,DEN,GSW
2176,1,0,42,Fadeaway Jump Shot,Mid-Range,Right Side(R),16-24 ft.,18,174,52,1,20110411,DEN,GSW
2177,2,9,36,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,16,121,113,1,20110411,DEN,GSW
2178,2,7,15,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,21,-128,170,0,20110411,DEN,GSW
2179,2,4,51,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,22,-223,48,0,20110411,DEN,GSW
2180,3,9,31,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-16,4,1,20110411,DEN,GSW
2181,3,7,36,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,21,-6,1,20110411,DEN,GSW
2182,3,7,2,Running Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,48,30,1,20110411,DEN,GSW
2183,3,4,26,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,22,-193,108,0,20110411,DEN,GSW
2184,3,3,47,Jump Shot,Mid-Range,Center(C),16-24 ft.,20,61,198,1,20110411,DEN,GSW
2185,3,0,31,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,160,205,1,20110411,DEN,GSW
2186,1,11,45,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,136,225,0,20110413,GSW,POR
2187,1,7,33,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,114,238,1,20110413,GSW,POR
2188,1,3,38,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,18,-160,88,0,20110413,GSW,POR
2189,3,10,38,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,-2,0,1,20110413,GSW,POR
2190,3,8,15,Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,15,55,0,20110413,GSW,POR
2191,3,6,19,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,-171,208,1,20110413,GSW,POR
2192,3,3,16,Slam Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,1,6,12,1,20110413,GSW,POR
2193,3,0,12,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,3,26,15,1,20110413,GSW,POR
2194,3,0,1,Jump Shot,Backcourt,Back Court(BC),Back Court Shot,47,-4,476,0,20110413,GSW,POR
2195,4,11,47,Turnaround Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,20,81,186,1,20110413,GSW,POR
2196,4,10,2,Pullup Jump shot,Mid-Range,Left Side(L),16-24 ft.,19,-199,-8,1,20110413,GSW,POR
2197,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,ACTION_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
2198,1,10,51,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,19,70,181,1,20111225,GSW,LAC
2199,1,9,22,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,23,-234,52,0,20111225,GSW,LAC
2200,2,6,32,Jump Shot,Mid-Range,Center(C),16-24 ft.,21,-8,216,0,20111225,GSW,LAC
2201,2,3,22,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-171,195,0,20111225,GSW,LAC
2202,2,1,26,Jump Shot,Restricted Area,Center(C),Less Than 8 ft.,3,1,36,0,20111225,GSW,LAC
2203,3,11,13,Step Back Jump shot,Above the Break 3,Center(C),24+ ft.,26,-16,261,0,20111225,GSW,LAC
2204,3,10,15,Jump Shot,Mid-Range,Center(C),16-24 ft.,16,6,162,0,20111225,GSW,LAC
2205,3,5,16,Running Jump Shot,Mid-Range,Center(C),16-24 ft.,18,4,183,1,20111225,GSW,LAC
2206,4,8,29,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,-136,222,0,20111225,GSW,LAC
2207,4,5,9,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,16,84,146,0,20111225,GSW,LAC
2208,4,3,6,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,19,129,140,0,20111225,GSW,LAC
2209,4,1,50,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,19,-64,179,0,20111225,GSW,LAC
2210,1,11,9,Jump Shot,Mid-Range,Center(C),8-16 ft.,15,56,148,0,20111226,GSW,CHI
2211,2,9,42,Pullup Jump shot,Left Corner 3,Left Side(L),24+ ft.,23,-232,-10,1,20111226,GSW,CHI
2212,2,9,13,Driving Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-13,-5,1,20111226,GSW,CHI
2213,2,8,27,Floating Jump shot,In The Paint (Non-RA),Center(C),8-16 ft.,14,-67,132,1,20111226,GSW,CHI
2214,2,7,14,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,-7,0,1,20111226,GSW,CHI
2215,3,6,49,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-157,198,0,20111226,GSW,CHI
2216,3,6,7,Driving Jump shot,Mid-Range,Left Side(L),8-16 ft.,12,-127,9,1,20111226,GSW,CHI
2217,3,2,52,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,18,-130,131,1,20111226,GSW,CHI
2218,3,1,43,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,16,95,138,1,20111226,GSW,CHI
2219,3,1,6,Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,9,-21,89,0,20111226,GSW,CHI
2220,4,9,34,Jump Shot,Above the Break 3,Center(C),24+ ft.,25,-78,242,0,20111226,GSW,CHI
2221,4,5,54,Jump Shot,Restricted Area,Center(C),Less Than 8 ft.,3,-16,36,0,20111226,GSW,CHI
2222,1,11,46,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,24,102,228,0,20111231,GSW,PHI
2223,1,10,58,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-226,124,1,20111231,GSW,PHI
2224,1,7,33,Step Back Jump shot,Mid-Range,Left Side(L),16-24 ft.,18,-182,22,1,20111231,GSW,PHI
2225,1,6,45,Driving Finger Roll Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,12,25,1,20111231,GSW,PHI
2226,1,0,1,Pullup Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,103,249,1,20111231,GSW,PHI
2227,2,11,26,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,29,-149,254,0,20111231,GSW,PHI
2228,2,9,27,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,18,-128,138,1,20111231,GSW,PHI
2229,2,5,14,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,-177,203,1,20111231,GSW,PHI
2230,2,2,9,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,27,94,254,0,20111231,GSW,PHI
2231,3,8,29,Jump Shot,Above the Break 3,Center(C),24+ ft.,25,24,254,0,20111231,GSW,PHI
2232,3,2,25,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,19,124,148,1,20111231,GSW,PHI
2233,3,1,55,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,27,-171,219,0,20111231,GSW,PHI
2234,3,1,20,Driving Finger Roll Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,-4,25,1,20111231,GSW,PHI
2235,4,11,42,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,20,132,156,0,20111231,GSW,PHI
2236,4,7,38,Pullup Jump shot,Mid-Range,Right Side(R),16-24 ft.,18,182,31,1,20111231,GSW,PHI
2237,1,9,26,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,21,166,134,1,20120102,PHX,GSW
2238,1,7,54,Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,11,-49,104,0,20120102,PHX,GSW
2239,2,10,43,Running Jump Shot,Mid-Range,Left Side(L),8-16 ft.,8,-86,17,0,20120102,PHX,GSW
2240,3,11,48,Jump Shot,Above the Break 3,Center(C),24+ ft.,25,4,252,1,20120102,PHX,GSW
2241,3,9,35,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,23,-234,33,1,20120102,PHX,GSW
2242,3,7,10,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,19,193,-2,0,20120102,PHX,GSW
2243,4,2,41,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,24,124,214,0,20120102,PHX,GSW
2244,4,2,8,Running Jump Shot,Mid-Range,Left Side(L),8-16 ft.,12,-123,37,1,20120102,PHX,GSW
2245,1,9,9,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,16,149,75,1,20120104,SAS,GSW
2246,1,5,24,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,16,61,156,1,20120104,SAS,GSW
2247,1,3,54,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,16,133,99,1,20120104,SAS,GSW
2248,1,3,15,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-209,154,1,20120104,SAS,GSW
2249,2,10,27,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,24,-179,170,0,20120104,SAS,GSW
2250,2,9,33,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,24,-237,55,1,20120104,SAS,GSW
2251,2,4,45,Jump Shot,Right Corner 3,Right Side(R),24+ ft.,22,228,-5,1,20120104,SAS,GSW
2252,3,9,58,Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-71,-2,0,20120104,SAS,GSW
2253,3,8,8,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,17,176,0,0,20120104,SAS,GSW
2254,3,6,41,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,18,130,135,0,20120104,SAS,GSW
2255,3,4,15,Jump Shot,Mid-Range,Center(C),16-24 ft.,18,42,178,1,20120104,SAS,GSW
2256,1,8,14,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,24,187,160,0,20120120,GSW,IND
2257,1,6,52,Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,12,17,127,0,20120120,GSW,IND
2258,1,5,50,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,13,11,0,20120120,GSW,IND
2259,2,8,47,Jump Shot,Above the Break 3,Center(C),24+ ft.,25,40,254,0,20120120,GSW,IND
2260,2,7,34,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,20,-158,126,1,20120120,GSW,IND
2261,2,6,34,Jump Shot,Above the Break 3,Center(C),24+ ft.,26,78,250,1,20120120,GSW,IND
2262,2,5,5,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-8,17,0,20120120,GSW,IND
2263,2,4,17,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,19,81,178,0,20120120,GSW,IND
2264,3,9,3,Jump Shot,Mid-Range,Center(C),16-24 ft.,23,34,228,0,20120120,GSW,IND
2265,3,8,43,Turnaround Bank shot,Mid-Range,Right Side(R),8-16 ft.,9,83,52,0,20120120,GSW,IND
2266,4,4,24,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,19,-139,135,1,20120120,GSW,IND
2267,4,3,47,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,19,-97,165,1,20120120,GSW,IND
2268,4,3,15,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,106,231,1,20120120,GSW,IND
2269,4,2,31,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,99,238,0,20120120,GSW,IND
2270,4,0,0,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,29,-166,239,0,20120120,GSW,IND
2271,1,11,24,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,18,-179,19,1,20120123,GSW,MEM
2272,1,5,24,Pullup Jump shot,Above the Break 3,Center(C),24+ ft.,26,9,260,1,20120123,GSW,MEM
2273,2,3,18,Jump Shot,Mid-Range,Left Side(L),8-16 ft.,15,-152,7,0,20120123,GSW,MEM
