period,minutes_remaining,seconds_remaning,action_type,shot_zone_basic,shot_zone_area,shot_zone_range,shot_distance,loc_x,loc_y,shot_made_flag,game_date,HTM,opponent
12561,1,5,25,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-113,225,0,20210223,NYK,GSW
12562,1,3,21,Driving Floating Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,19,89,169,0,20210223,NYK,GSW
12563,1,0,20,Jump Bank Shot,Above the Break 3,Right Side Center(RC),24+ ft.,28,166,237,1,20210223,NYK,GSW
12564,2,2,19,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,24,-192,150,1,20210223,NYK,GSW
12565,3,10,40,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,201,160,1,20210223,NYK,GSW
12566,3,10,10,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,13,22,0,20210223,NYK,GSW
12567,3,10,3,Jump Shot,Mid-Range,Right Side(R),8-16 ft.,15,152,27,1,20210223,NYK,GSW
12568,3,6,5,Jump Shot,Above the Break 3,Center(C),24+ ft.,25,-29,257,0,20210223,NYK,GSW
12569,3,4,4,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,22,-228,10,0,20210223,NYK,GSW
12570,3,2,41,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,-14,21,0,20210223,NYK,GSW
12571,3,2,9,Jump Shot,Right Corner 3,Right Side(R),24+ ft.,23,230,12,1,20210223,NYK,GSW
12572,3,1,43,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,27,166,214,1,20210223,NYK,GSW
12573,3,1,0,Driving Finger Roll Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,25,6,0,20210223,NYK,GSW
12574,4,5,49,Step Back Jump shot,Left Corner 3,Left Side(L),24+ ft.,23,-236,28,0,20210223,NYK,GSW
12575,4,3,38,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,97,239,1,20210223,NYK,GSW
12576,4,3,12,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,19,103,165,0,20210223,NYK,GSW
12577,4,2,34,Turnaround Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-172,193,0,20210223,NYK,GSW
12578,4,1,32,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,24,218,122,0,20210223,NYK,GSW
12579,4,1,22,Running Jump Shot,Mid-Range,Center(C),8-16 ft.,15,-1,152,1,20210223,NYK,GSW
12580,1,11,25,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,29,-108,273,0,20210224,IND,GSW
12581,1,9,10,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,23,-233,-20,0,20210224,IND,GSW
12582,1,6,32,Step Back Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,28,145,248,0,20210224,IND,GSW
12583,1,5,0,Jump Shot,Above the Break 3,Center(C),24+ ft.,28,49,278,0,20210224,IND,GSW
12584,1,4,10,Pullup Jump shot,Right Corner 3,Right Side(R),24+ ft.,23,223,69,1,20210224,IND,GSW
12585,1,3,12,Driving Floating Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,8,3,88,1,20210224,IND,GSW
12586,1,2,25,Running Finger Roll Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-5,15,1,20210224,IND,GSW
12587,1,1,36,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,191,190,0,20210224,IND,GSW
12588,2,5,16,Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,1,-2,1,20210224,IND,GSW
12589,2,4,55,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,209,166,0,20210224,IND,GSW
12590,2,2,23,Floating Jump shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-6,75,0,20210224,IND,GSW
12591,2,1,8,Driving Finger Roll Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,-6,-1,1,20210224,IND,GSW
12592,2,0,45,Driving Finger Roll Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,-9,24,0,20210224,IND,GSW
12593,2,0,39,Floating Jump shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,60,17,1,20210224,IND,GSW
12594,2,0,13,Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,-3,20,0,20210224,IND,GSW
12595,3,8,27,Driving Finger Roll Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,0,10,1,20210224,IND,GSW
12596,3,6,48,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,27,-203,180,0,20210224,IND,GSW
12597,3,4,46,Pullup Jump shot,Above the Break 3,Left Side Center(LC),24+ ft.,27,-209,172,0,20210224,IND,GSW
12598,3,3,59,Cutting Finger Roll Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,9,-1,0,20210224,IND,GSW
12599,3,1,40,Pullup Jump shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,-203,173,0,20210224,IND,GSW
12600,4,1,37,Pullup Jump shot,Above the Break 3,Left Side Center(LC),24+ ft.,29,-224,189,0,20210224,IND,GSW
12601,1,8,4,Cutting Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,3,-6,36,1,20210226,GSW,CHA
12602,1,3,36,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,27,192,195,0,20210226,GSW,CHA
12603,2,2,58,Pullup Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,27,189,194,1,20210226,GSW,CHA
12604,2,2,21,Driving Finger Roll Layup Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-36,49,1,20210226,GSW,CHA
12605,2,1,32,Pullup Jump shot,Above the Break 3,Center(C),24+ ft.,32,-23,323,0,20210226,GSW,CHA
12606,2,1,21,Running Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,3,3,36,1,20210226,GSW,CHA
12607,2,1,12,Pullup Jump shot,Above the Break 3,Left Side Center(LC),24+ ft.,30,-145,269,0,20210226,GSW,CHA
12608,2,0,42,Step Back Bank Jump Shot,Mid-Range,Left Side(L),8-16 ft.,14,-126,80,0,20210226,GSW,CHA
12609,2,0,4,Pullup Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,183,181,1,20210226,GSW,CHA
12610,3,10,49,Cutting Finger Roll Layup Shot,In The Paint (Non-RA),Center(C),8-16 ft.,8,-3,84,1,20210226,GSW,CHA
12611,3,7,11,Jump Shot,Right Corner 3,Right Side(R),24+ ft.,23,234,15,0,20210226,GSW,CHA
12612,3,4,29,Driving Finger Roll Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,3,-5,31,1,20210226,GSW,CHA
12613,3,1,49,Step Back Jump shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,-182,199,1,20210226,GSW,CHA
12614,3,0,0,Running Pull-Up Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,42,-192,379,0,20210226,GSW,CHA
12615,4,2,5,Driving Finger Roll Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,2,25,0,20210226,GSW,CHA
12616,1,9,36,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,163,201,0,20210228,LAL,GSW
12617,1,5,58,Step Back Jump shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,-122,239,1,20210228,LAL,GSW
12618,1,3,9,Cutting Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-2,11,1,20210228,LAL,GSW
12619,1,1,0,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,23,-228,35,0,20210228,LAL,GSW
12620,2,4,56,Driving Hook Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,27,35,0,20210228,LAL,GSW
12621,2,4,8,Cutting Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,-3,25,1,20210228,LAL,GSW
12622,2,1,54,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,-22,14,0,20210228,LAL,GSW
12623,2,1,6,Pullup Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,148,204,1,20210228,LAL,GSW
12624,2,0,5,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,3,-15,31,0,20210228,LAL,GSW
12625,3,9,26,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,-158,216,0,20210228,LAL,GSW
12626,3,8,14,Turnaround Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,29,-175,232,0,20210228,LAL,GSW
12627,3,5,17,Driving Floating Bank Jump Shot,Restricted Area,Center(C),Less Than 8 ft.,3,9,34,1,20210228,LAL,GSW
12628,3,3,34,Step Back Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,155,209,0,20210228,LAL,GSW
12629,1,9,35,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,182,176,1,20210303,POR,GSW
12630,1,9,3,Step Back Jump shot,Above the Break 3,Left Side Center(LC),24+ ft.,24,-193,151,1,20210303,POR,GSW
12631,1,7,50,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-168,192,1,20210303,POR,GSW
12632,1,5,5,Running Finger Roll Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,19,11,0,20210303,POR,GSW
12633,1,4,33,Running Pull-Up Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,28,115,266,0,20210303,POR,GSW
12634,1,3,40,Step Back Jump shot,Mid-Range,Left Side Center(LC),16-24 ft.,21,-139,166,1,20210303,POR,GSW
12635,1,2,59,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,22,-180,135,1,20210303,POR,GSW
12636,1,1,17,Driving Floating Bank Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,56,32,1,20210303,POR,GSW
12637,1,0,52,Pullup Jump shot,Above the Break 3,Center(C),24+ ft.,25,74,248,0,20210303,POR,GSW
12638,2,5,9,Driving Finger Roll Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,7,1,1,20210303,POR,GSW
12639,2,4,0,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,171,189,0,20210303,POR,GSW
12640,2,3,26,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,11,3,1,20210303,POR,GSW
12641,2,2,54,Driving Finger Roll Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,18,9,1,20210303,POR,GSW
12642,2,1,59,Pullup Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,29,109,271,0,20210303,POR,GSW
12643,2,0,57,Driving Floating Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-2,66,0,20210303,POR,GSW
12644,3,8,34,Pullup Jump shot,Above the Break 3,Center(C),24+ ft.,32,-94,309,0,20210303,POR,GSW
12645,3,7,31,Driving Floating Bank Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,33,55,0,20210303,POR,GSW
12646,3,4,13,Pullup Jump shot,Above the Break 3,Center(C),24+ ft.,30,74,291,0,20210303,POR,GSW
12647,3,2,57,Driving Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-12,1,0,20210303,POR,GSW
12648,3,0,54,Driving Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,3,4,1,20210303,POR,GSW
12649,3,0,33,Pullup Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,200,157,0,20210303,POR,GSW
12650,4,5,24,Step Back Jump shot,Above the Break 3,Left Side Center(LC),24+ ft.,28,-128,258,1,20210303,POR,GSW
12651,4,3,57,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,24,218,106,1,20210303,POR,GSW
12652,4,3,18,Jump Shot,Right Corner 3,Right Side(R),24+ ft.,22,227,2,0,20210303,POR,GSW
12653,4,2,15,Driving Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,3,6,1,20210303,POR,GSW
12654,4,1,1,Tip Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20210303,POR,GSW
12655,4,0,58,Jump Shot,Above the Break 3,Center(C),24+ ft.,27,-2,275,0,20210303,POR,GSW
12656,4,0,27,Driving Floating Bank Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,37,16,0,20210303,POR,GSW
12657,1,11,35,Floating Jump shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,11,62,0,20210311,LAC,GSW
12658,1,9,47,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,-188,184,0,20210311,LAC,GSW
12659,1,7,42,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,24,159,189,0,20210311,LAC,GSW
12660,1,5,54,Pullup Jump shot,Mid-Range,Center(C),16-24 ft.,16,20,159,0,20210311,LAC,GSW
12661,1,3,54,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,11,17,1,20210311,LAC,GSW
12662,1,3,9,Pullup Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,28,160,232,0,20210311,LAC,GSW
12663,1,2,3,Pullup Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,191,178,0,20210311,LAC,GSW
12664,2,3,14,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,19,17,1,20210311,LAC,GSW
12665,2,2,23,Step Back Jump shot,Mid-Range,Right Side Center(RC),16-24 ft.,21,153,146,0,20210311,LAC,GSW
12666,2,0,11,Driving Finger Roll Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,6,13,1,20210311,LAC,GSW
12667,2,0,1,Pullup Jump shot,Backcourt,Back Court(BC),Back Court Shot,50,-138,482,0,20210311,LAC,GSW
12668,3,11,18,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,27,106,249,1,20210311,LAC,GSW
12669,3,9,34,Pullup Jump shot,Above the Break 3,Left Side Center(LC),24+ ft.,28,-168,231,0,20210311,LAC,GSW
12670,3,7,33,Running Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,0,13,1,20210311,LAC,GSW
12671,3,6,45,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,4,29,1,20210311,LAC,GSW
12672,3,2,26,Jump Shot,Above the Break 3,Center(C),24+ ft.,30,8,304,0,20210311,LAC,GSW
12673,1,9,56,Driving Floating Bank Jump Shot,Mid-Range,Right Side(R),8-16 ft.,13,130,35,0,20210314,GSW,UTA
12674,1,8,33,Pullup Jump shot,Right Corner 3,Right Side(R),24+ ft.,22,225,8,1,20210314,GSW,UTA
12675,1,6,42,Pullup Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,27,136,234,1,20210314,GSW,UTA
12676,1,5,25,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,0,16,1,20210314,GSW,UTA
12677,1,5,7,Step Back Jump shot,Mid-Range,Left Side(L),8-16 ft.,9,-96,14,1,20210314,GSW,UTA
12678,1,4,25,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,121,240,1,20210314,GSW,UTA
12679,1,3,25,Cutting Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-13,8,0,20210314,GSW,UTA
12680,1,0,8,Step Back Jump shot,Above the Break 3,Center(C),24+ ft.,24,41,241,0,20210314,GSW,UTA
12681,2,3,53,Driving Layup Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,16,37,0,20210314,GSW,UTA
12682,3,10,44,Running Pull-Up Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,27,100,254,0,20210314,GSW,UTA
12683,3,10,20,Step Back Jump shot,Above the Break 3,Center(C),24+ ft.,29,-68,284,1,20210314,GSW,UTA
12684,3,7,47,Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,12,43,115,0,20210314,GSW,UTA
12685,3,5,2,Driving Floating Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,12,19,123,0,20210314,GSW,UTA
12686,3,4,36,Pullup Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,27,154,233,1,20210314,GSW,UTA
12687,3,3,32,Pullup Jump shot,Mid-Range,Right Side(R),16-24 ft.,21,205,59,0,20210314,GSW,UTA
12688,3,2,0,Driving Reverse Layup Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-2,52,1,20210314,GSW,UTA
12689,3,0,28,Pullup Jump shot,Above the Break 3,Center(C),24+ ft.,26,0,269,0,20210314,GSW,UTA
12690,4,3,25,Pullup Jump shot,Above the Break 3,Center(C),24+ ft.,27,-32,269,1,20210314,GSW,UTA
12691,4,2,52,Pullup Jump shot,Mid-Range,Center(C),16-24 ft.,22,-26,227,0,20210314,GSW,UTA
12692,4,0,52,Driving Floating Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,3,64,1,20210314,GSW,UTA
12693,1,10,58,Running Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,3,-2,36,1,20210315,GSW,LAL
12694,1,10,1,Jump Shot,Above the Break 3,Center(C),24+ ft.,27,75,268,1,20210315,GSW,LAL
12695,1,9,35,Running Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,21,17,0,20210315,GSW,LAL
12696,1,7,55,Driving Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,3,13,29,1,20210315,GSW,LAL
12697,1,5,30,Running Pull-Up Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,28,102,265,0,20210315,GSW,LAL
12698,1,4,46,Driving Layup Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-13,53,1,20210315,GSW,LAL
12699,1,2,41,Running Pull-Up Jump Shot,Above the Break 3,Center(C),24+ ft.,29,3,294,1,20210315,GSW,LAL
12700,1,1,25,Driving Finger Roll Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,3,-29,26,0,20210315,GSW,LAL
12701,1,0,34,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,33,-109,316,0,20210315,GSW,LAL
12702,1,0,3,Driving Hook Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-14,42,1,20210315,GSW,LAL
12703,2,4,31,Step Back Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,27,108,249,1,20210315,GSW,LAL
12704,2,0,54,Floating Jump shot,Mid-Range,Right Side(R),8-16 ft.,11,97,67,0,20210315,GSW,LAL
12705,3,11,48,Pullup Jump shot,Above the Break 3,Center(C),24+ ft.,25,22,258,1,20210315,GSW,LAL
12706,3,9,29,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,19,144,135,0,20210315,GSW,LAL
12707,3,8,54,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,3,21,1,20210315,GSW,LAL
12708,3,4,56,Step Back Jump shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,-152,222,0,20210315,GSW,LAL
12709,3,0,52,Pullup Jump shot,Mid-Range,Right Side Center(RC),16-24 ft.,18,133,129,0,20210315,GSW,LAL
12710,1,10,3,Cutting Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-14,3,1,20210317,HOU,GSW
12711,1,8,16,Driving Floating Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,18,106,146,0,20210317,HOU,GSW
12712,1,7,58,Jump Shot,Above the Break 3,Center(C),24+ ft.,25,58,251,0,20210317,HOU,GSW
12713,1,7,30,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,23,-231,11,1,20210317,HOU,GSW
12714,1,5,34,Pullup Jump shot,Above the Break 3,Center(C),24+ ft.,27,5,271,0,20210317,HOU,GSW
12715,1,5,15,Fadeaway Jump Shot,Right Corner 3,Right Side(R),24+ ft.,23,228,57,0,20210317,HOU,GSW
12716,1,3,21,Cutting Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-16,8,1,20210317,HOU,GSW
12717,1,2,51,Driving Finger Roll Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,-24,6,1,20210317,HOU,GSW
12718,1,0,5,Driving Floating Jump Shot,Mid-Range,Left Side(L),8-16 ft.,14,-101,108,1,20210317,HOU,GSW
12719,2,5,54,Jump Shot,Right Corner 3,Right Side(R),24+ ft.,23,231,-1,0,20210317,HOU,GSW
12720,3,11,7,Pullup Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,149,215,0,20210317,HOU,GSW
12721,3,9,21,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,24,-228,96,0,20210317,HOU,GSW
12722,3,8,16,Step Back Jump shot,Mid-Range,Left Side(L),8-16 ft.,14,-142,-26,0,20210317,HOU,GSW
12723,3,7,15,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,194,167,0,20210317,HOU,GSW
12724,3,5,16,Driving Floating Bank Jump Shot,Mid-Range,Left Side(L),8-16 ft.,10,-93,39,1,20210317,HOU,GSW
12725,3,3,40,Pullup Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,133,230,1,20210317,HOU,GSW
12726,3,2,16,Jump Shot,Right Corner 3,Right Side(R),24+ ft.,23,233,5,0,20210317,HOU,GSW
12727,3,0,2,Pullup Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,130,233,0,20210317,HOU,GSW
12728,1,11,46,Cutting Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,3,-31,17,0,20210329,GSW,CHI
12729,1,9,47,Pullup Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,29,158,251,1,20210329,GSW,CHI
12730,1,6,47,Pullup Jump shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,-150,216,0,20210329,GSW,CHI
12731,1,5,35,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,29,145,252,1,20210329,GSW,CHI
12732,1,4,4,Pullup Jump shot,Mid-Range,Right Side Center(RC),16-24 ft.,19,89,179,0,20210329,GSW,CHI
12733,1,3,42,Pullup Jump shot,Above the Break 3,Center(C),24+ ft.,25,-70,241,1,20210329,GSW,CHI
12734,1,3,19,Running Pull-Up Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,27,-139,235,0,20210329,GSW,CHI
12735,1,2,38,Pullup Jump shot,Mid-Range,Right Side Center(RC),16-24 ft.,19,120,156,1,20210329,GSW,CHI
12736,1,1,57,Cutting Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,-3,8,1,20210329,GSW,CHI
12737,1,0,32,Pullup Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,29,161,246,0,20210329,GSW,CHI
12738,2,2,51,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,22,-221,-11,1,20210329,GSW,CHI
12739,2,1,42,Pullup Jump shot,Above the Break 3,Center(C),24+ ft.,25,40,250,0,20210329,GSW,CHI
12740,3,10,57,Pullup Jump shot,Mid-Range,Right Side Center(RC),16-24 ft.,19,127,146,0,20210329,GSW,CHI
12741,3,9,10,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,27,123,246,0,20210329,GSW,CHI
12742,3,7,46,Driving Layup Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-7,47,0,20210329,GSW,CHI
12743,3,6,3,Driving Floating Bank Jump Shot,Mid-Range,Right Side(R),8-16 ft.,15,133,74,1,20210329,GSW,CHI
12744,3,5,34,Pullup Jump shot,Above the Break 3,Center(C),24+ ft.,29,3,296,1,20210329,GSW,CHI
12745,3,4,46,Driving Finger Roll Layup Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-25,38,0,20210329,GSW,CHI
12746,3,4,20,Pullup Jump shot,Mid-Range,Center(C),16-24 ft.,19,6,196,1,20210329,GSW,CHI
12747,3,3,51,Pullup Jump shot,Above the Break 3,Center(C),24+ ft.,28,26,284,0,20210329,GSW,CHI
12748,3,2,54,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,112,243,1,20210329,GSW,CHI
12749,3,1,39,Driving Finger Roll Layup Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,27,31,1,20210329,GSW,CHI
12750,3,0,29,Pullup Jump shot,Above the Break 3,Center(C),24+ ft.,28,-11,288,0,20210329,GSW,CHI
12751,3,0,2,Jump Shot,Backcourt,Back Court(BC),Back Court Shot,50,82,496,0,20210329,GSW,CHI
12752,1,12,0,Pullup Jump shot,Mid-Range,Right Side Center(RC),16-24 ft.,17,96,143,0,20210401,MIA,GSW
12753,1,10,26,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,-176,198,0,20210401,MIA,GSW
12754,1,6,26,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,27,-176,206,0,20210401,MIA,GSW
12755,1,0,6,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,9,13,0,20210401,MIA,GSW
12756,2,4,43,Cutting Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,18,7,1,20210401,MIA,GSW
12757,2,3,11,Driving Floating Bank Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,10,-44,97,1,20210401,MIA,GSW
12758,2,2,13,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,3,32,14,0,20210401,MIA,GSW
12759,2,0,35,Step Back Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,156,202,1,20210401,MIA,GSW
12760,3,10,12,Driving Finger Roll Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,9,13,1,20210401,MIA,GSW
12761,3,8,54,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,-239,105,0,20210401,MIA,GSW
12762,3,8,43,Running Pull-Up Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,138,232,0,20210401,MIA,GSW
12763,3,6,9,Driving Floating Jump Shot,Mid-Range,Center(C),8-16 ft.,15,37,151,1,20210401,MIA,GSW
12764,3,5,12,Jump Shot,Above the Break 3,Center(C),24+ ft.,29,-4,295,1,20210401,MIA,GSW
12765,3,3,19,Driving Finger Roll Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,3,-33,10,0,20210401,MIA,GSW
12766,4,5,56,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,157,199,1,20210401,MIA,GSW
12767,4,5,17,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,24,82,235,0,20210401,MIA,GSW
12768,4,1,45,Pullup Jump shot,Above the Break 3,Left Side Center(LC),24+ ft.,29,-138,263,1,20210401,MIA,GSW
12769,4,1,18,Jump Shot,Above the Break 3,Center(C),24+ ft.,28,-8,283,1,20210401,MIA,GSW
12770,4,0,12,Pullup Jump shot,Above the Break 3,Center(C),24+ ft.,26,-14,261,0,20210401,MIA,GSW
12771,1,8,44,Pullup Jump shot,Above the Break 3,Center(C),24+ ft.,25,6,250,0,20210404,ATL,GSW
12772,1,4,2,Step Back Jump shot,Above the Break 3,Left Side Center(LC),24+ ft.,27,-89,256,0,20210404,ATL,GSW
12773,1,2,6,Pullup Jump shot,In The Paint (Non-RA),Center(C),8-16 ft.,11,-10,114,1,20210404,ATL,GSW
12774,1,0,29,Pullup Jump shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,-158,211,1,20210404,ATL,GSW
12775,2,5,41,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-3,13,1,20210404,ATL,GSW
12776,2,3,14,Fadeaway Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,12,-16,121,1,20210404,ATL,GSW
12777,2,1,41,Pullup Jump shot,Mid-Range,Left Side Center(LC),16-24 ft.,19,-91,167,0,20210404,ATL,GSW
12778,2,1,24,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-6,8,1,20210404,ATL,GSW
12779,2,0,57,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,1,21,1,20210404,ATL,GSW
